"S1FJSSKD","石狮市科达电器有限公司","福建石狮市蚶江镇石湖路通达工业园","","",93800,yes,0
"S1FJXMJT","厦门市金汤橡塑有限公司","厦门湖里区高崎工业园区","","",93800,yes,0
"S1FJXMTZ","同致电子科技（厦门）有限公司","福建省厦门市湖里区华盛路26号","","",93800,yes,0
"S1FR-CML","CML Innovative Technologies SAS","12 rue Du Barlot-BP 909 F-25021 Bes","ancon CEDEX","",96480,yes,0
"S1FR-CMO","CMO","法国","","",96480,yes,0
"S1FR-TEC","TECMA Group","ZAC de la Belle Etoile-6,rue Altair","-72230 MONCE EN BELIN","",96480,yes,0
"S1FRATLV","Autoliv","法国","","",96480,yes,0
"S1FRBDVL","Bedeville","法国Didier Pierre","","",96480,yes,0
"S1FRBENT","BENTELER AUTOMOTIVE SAS","Z.I.DU MOUTOIS RUE RAYMOND POINCARE","B.P.45 89400","",96480,yes,0
"S1FRCINI","ATELIERS CINI S.A.","107-109, Boulevard Tolstoi   54510","TOMBLAINE  FRANCE","",96480,yes,0
"S1FRERDE","Erode","法国Gilles Besnard/Gilles BRUNEL Co","mmercial
tel : 02 37 96 44 78   Fax",": 02 37 96 05 90",96480,yes,0
"S1FRGRIF","GRIFFINE ENDUCATION","France Nucourt","","",96480,yes,0
"S1FRHEXA","海克斯康测量技术（青岛）有限公司","青岛市高科技工业园株洲路188号    26","6101","",93800,yes,0
"S1FRHMAN","Hellermann","法国","","",96480,yes,0
"S1FRHTCS","HUTCHINSON","Inndustrielle Desmarquoy ZI Vaugere","au 45250 Briare","",96480,yes,0
"S1FRK-MG","Krauss-Maffei Kunststo GMBH","上海","","",93800,yes,0
"S1FRMECA","SRAL MECA MODEL","","","",96480,yes,0
"S1FRPOAE","PLASIC OMNIUM AUTO EXTERIEUR","SIGMATECH AVENUE DES BOIS DES VERGN","ES 01150 STE JULIE","",96480,yes,0
"S1FRPRGM","Program","法国","","",96480,yes,0
"S1FRRAPD","Rapid","法国","","",96480,yes,0
"S1FRRBNA","Rubena","法国","","",96480,yes,0
"S1FRREHA","Rehau S.A.","Service Facturation F-57343 Morhang","e Cedex","",96480,yes,0
"S1FRRSOT","Ressorts de l'Oise","法国","","",96480,yes,0
"S1FRSARL","Est-Grainage S.a.r.l","Prac Industriel Sud,Alex,01100 GROI","SSIAT","",96480,yes,0
"S1FRSFDV","sofradev","法国Cecile BATTANDIER/ ARNOLD-SOFRA","DEV/ 4 rue St Didier/ 26140 ANNEYRO","N",96480,yes,0
"S1FRSTBL","史陶比尔（杭州）精密机械电子有限公司","杭州经济技术开发区4号大街5号","","",93800,yes,0
"S1FRTRVV","TRW","法国Stéphanie WEBER/Sales Departme","nt TRW Carr France","",96480,yes,0
"S1FRVIST","Visteon Systemes Interieus","SITE DE ROUGEGOUTTE 2,avenue De Lat","ter de Tassigny B.P.21 90200 Rougeg","outte",96480,yes,0
"S1FZNALI","福州耐力电机设备有限公司","福州市闽侯县青口镇青口投资区  35011","9","",93800,yes,0
"S1GD-BLS","东莞百乐仕汽车精密配件有限公司","东莞市塘厦镇林村西湖工业区西富街8号","","",93800,yes,0
"S1GD-DJC","哲力（上海)贸易有限公司","上海市嘉定工业区叶城路818号524室","","",93800,yes,0
"S1GD-HXD","深圳市宝安区中图合兴达电子工具经营部","深圳市宝安区宝城13区宝安电子数码城2","C278号","",93800,yes,0
"S1GD-LFG","东莞利富高塑料制品有限公司","东莞市石龙镇新城市中心方正大道东","","",93800,yes,0
"S1GD-MEX","深圳市美尔星科技有限公司","深圳宝安区福永镇兴围工业一路一号","","",93800,yes,0
"S1GD-NLZ","广州耐路志贸易有限公司","广州花都区汽车城车城大道一号B座首层","117室","",93800,yes,0
"S1GD-SLS","广东海德世拉索系统有限公司","广东省广州市增城市新塘镇新祥路7号","","",93800,yes,0
"S1GD-SSD","盛势达（广州）化工有限公司","广州保税区现代工业中心D座第五层","","",93800,yes,0
"S1GDBLCJ","广州柏联创建科技贸易有限公司","广州市建设大马路3号省委党校大厦5K室","","",93800,yes,0
"S1GDDCHR","深圳市岱长荣实业有限公司","广东省深圳市保安区龙华镇油松乡水斗新","围村58号","",93800,yes,0
"S1GDDGCJ","东莞市长江超声波机有限公司","东莞市长安镇锦厦锦富路4号","","",93800,yes,0
"S1GDDGLG","东莞利港达实业有限公司","东莞市企石镇联兴工业园旧围园区","","",93800,yes,0
"S1GDDGMC","东莞市明驰光电科技有限公司","","","",93800,yes,0
"S1GDDJFW","深圳市东进汽车销售服务有限公司","深圳市龙岗区葵涌街道办振达工业区20~","21栋第一层","",93800,yes,0
"S1GDDSHL","盈锋环球科技（深圳）有限公司","深圳市福田区滨河路与香蜜湖交汇处天安","创新科技广场（二期）西座2002房","",93800,yes,0
"S1GDFHUA","广东风华办公家具公司","武汉市汉口复兴二村佳兴苑甲座3单元20","3","",93800,yes,0
"S1GDFSDY","佛山东阳汽车零部件有限公司","佛山市三水区乐平工业园宏业大道6号","","",93800,yes,0
"S1GDFSFL","法雷奥市光（中国）车灯有限公司佛山分","广东省佛山市禅城区华宝南路7号主车间","D区","",93800,yes,0
"S1GDFSJD","佛山市金鼎机械有限公司武汉分公司","武汉市汉阳区永丰街磨山社区北湾570号","","",93800,yes,0
"S1GDFSQC","广州风神汽车有限公司","广州市花都区西城开发区","","",93800,yes,0
"S1GDGBMY","冈本贸易（深圳）有限公司","深圳市罗湖区深南东路4003号世界金融中","心A座30层D单元","",93800,yes,0
"S1GDGZBW","广州必维技术检测有限公司","广州市南沙区东涌镇石排村市南公路183","号东北侧首层","",93800,yes,0
"S1GDGZCM","广州程茂电子有限公司","广州白云区万达广场B1栋401室","","",93800,yes,0
"S1GDGZCX","广州呈兴商贸有限公司","广州市花都区公益路27号7层051","","",93800,yes,0
"S1GDGZDS","广州东昇机械有限公司","广州花都区新华街花港大道69号","","",93800,yes,0
"S1GDGZFL","法雷奥耐路志（广州）电机有限公司","广州市花都区汽车产业基地内高新路一号","自编101号","",93800,yes,0
"S1GDGZGD","广州广电计量测试技术有限公司","广东省广州市黄埔大道西平云路163号","","",93800,yes,0
"S1GDGZJF","广州金发","广州","","",93800,yes,0
"S1GDGZJS","广州佳士达物流有限公司","广州市白云区太和镇米龙村口丰和货运市","场北场D1栋010-102#商铺","",93800,yes,0
"S1GDGZJY","广州驹易汽车配件有限公司","广州市花都区新华街汽车产业基地内花都","东风大道以西温屋路9号","",93800,yes,0
"S1GDGZKY","科友贸易（广州）有限公司","广州市萝岗区永和街沧海三路12号","","",93800,yes,0
"S1GDGZLS","广州岚泗商贸有限公司","广州市花都区新华街建设北路71号四楼8","11室","",93800,yes,0
"S1GDGZNB","广州南部工程塑料有限公司","广州经济技术开发区永和经济区九岭路4","号","",93800,yes,0
"S1GDGZPT","广州市乐佰得喷涂设备有限公司","广州市番禺区番禺大道北555号番禺节能","科技园内天安科技产业大厦1座204","",93800,yes,0
"S1GDGZPZ","广州棚泽八光模具表面加工有限公司","广州经济技术开发区永和经济区田园路","","",93800,yes,0
"S1GDGZQS","广州全盛汽车配件有限公司","广州市花都区汽车城岭东路13号","","",93800,yes,0
"S1GDGZSJ","世进（广州）电子有限公司","广东省广州市广州高新技术产业开发区科","学南翔三路6号","",93800,yes,0
"S1GDGZTA","广东天安新材料股份有限公司","佛山市禅城区南庄镇吉利工业园新源一路","30号","",93800,yes,0
"S1GDGZWK","威凯检测技术有限公司","广东省广州市科学城开泰大道一路3号","","",93800,yes,0
"S1GDHSDZ","深圳市航盛电子股份有限公司","深圳市宝安区福永镇福园一路航盛工业园","","",93800,yes,0
"S1GDJFKJ","金发科技股份有限公司","广州市高新技术产业开发区科学城科丰路","33号","",93800,yes,0
"S1GDJMTY","江门市江海区藤原科技有限公司","","","",93800,yes,0
"S1GDJTMY","深圳市吉田贸易有限公司","深圳市华发北路桑达雅苑13甲G","","",93800,yes,0
"S1GDNJJL","南京聚隆科技股份有限公司","南京市高新技术开发区创业路6号","","",93800,yes,0
"S1GDRCTS","广州日产通商贸易有限公司","广州市天河区林和西路3-15号耀中广场4","3楼4301-4303室","",93800,yes,0
"S1GDRDDG","日东电工（佛山）有限公司","广东省佛山市顺德区大良街道五沙顺祥南","路3号","",93800,yes,0
"S1GDSLPJ","东莞三龙汽车配件有限公司","广东省东莞市塘厦镇林村新亚洲工业区东","顺路3号","",93800,yes,0
"S1GDSTJX","东莞市升泰流体机械有限公司","东莞市长安镇上角埔新路1号三楼","","",93800,yes,0
"S1GDSYDZ","东莞市硕源电子材料有限公司","武汉市武昌区小东门紫砂苑A3-203","","",93800,yes,0
"S1GDSYQP","怡石科技汽车配件（深圳）有限公司","深圳市宝安区沙井镇和一社区兴业西路18号","","",93800,yes,0
"S1GDSZBC","深圳市华磁检测设备科技有限公司","广东省深圳市宝安区西乡三围奋达科技创","意园E栋1楼西","",93800,yes,0
"S1GDSZHP","惠普斯液压缸制造（深圳）有限公司","深圳市宝安区沙井街道新桥芙蓉工业区芙","蓉七路2号工业大厦101","",93800,yes,0
"S1GDSZHY","恒毅模具注塑（深圳）有限公司","深圳市宝安区松岗镇塘下涌村同富裕工业","区","",93800,yes,0
"S1GDSZJD","深圳市隽仕达科技有限公司","深圳市龙华新区民治大道樟坑彩悦大厦1","008室","",93800,yes,0
"S1GDSZJS","深圳市均士发供应链管理有限公司","深圳市罗湖区深南路5015号金丰城A座三","层303-G","",93800,yes,0
"S1GDSZLD","深圳利德昌化工有限公司","深圳市龙华新区民治街道民康路秋瑞大厦","1302室","",93800,yes,0
"S1GDSZLK","深圳市力科工器科技有限公司","","","",93800,yes,0
"S1GDSZMT","美特斯工业系统（中国）有限公司深圳分","广东深圳市南山区同乐路外贸兴业工业区","A5栋1层","",93800,yes,0
"S1GDSZST","广州市三泰汽车内饰材料有限公司","广州增城市新塘镇新祥路8路（广州东部","增城汽车产业基地）","",93800,yes,0
"S1GDTSHG","东莞田氏化工厂有限公司","广东东莞市虎门镇博冲区","","",93800,yes,0
"S1GDXHXD","深圳市协合欣电子有限公司","深圳市南山区桃源街道平山民企科技园7","栋4楼","",93800,yes,0
"S1GDXYDR","东莞信易电热机械有限公司","东莞","","",93800,yes,0
"S1GDYHTX","东莞友华通信配件有限公司","东莞市寮步镇富竹山村","","",93800,yes,0
"S1GDZSYX","有信制造（中山）有限公司","中山市火炬开发区茂南路10号","","",93800,yes,0
"S1GERNHT","Ernst Reinhardt GMBH","Germany  D-78048 Villingen Schwenni","ngen","",96480,yes,0
"S1GRCFEM","BANQUE GUICHET COMPTE CLE DOMICILIA","","","",96480,yes,0
"S1GREJOT","Ejot","德国Anke Zinkann","","",96480,yes,0
"S1GRITVV","ITW","德国","","",96480,yes,0
"S1GRSTIL","Synteen Txtil","德国
huhle@lueckenhaus.de;info@hans","joerghuhle.de","",96480,yes,0
"S1GRVALO","Valeo","德国","","",96480,yes,0
"S1GXLZSY","十一冶建设集团有限责任公司","柳州市河西路28号","","",93800,yes,0
"S1GZ-MRL","马瑞利汽车电子（广州）有限公司","广州市花都区凤凰南路","","",93800,yes,0
"S1GZALPA","阿尔发（襄阳）汽车配件有限公司","襄阳市高新区日产工业园十三号路一幢一","层","",93800,yes,0
"S1GZBMHG","广州标美精细化工有限公司","广州增城市永和镇长岗村","","",93800,yes,0
"S1GZBSER","广州市巴赛尔聚烯烃工程塑料有限公司","广州市南沙区广业大街九号","","",93800,yes,0
"S1GZBTMY","本田贸易（广州）有限公司武汉办事处","武汉市建设大道568号新世界国贸大厦I座","24楼2405室","",93800,yes,0
"S1GZCLMY","广州长濑贸易有限公司","广州市天河北路233号中信广场办公楼57","06-08A","",93800,yes,0
"S1GZDFPK","德尔福派克电气系统有限公司广州分公司","广州经济技术开发区东区沧联一路一号","","",93800,yes,0
"S1GZDJJC","岛津（广州）检测技术有限公司","广州市科学城揽月路80号广州科技创新基","地D201","",93800,yes,0
"S1GZGHQC","贵州贵航汽车零部件股份有限公司华阳电","贵阳市小河区盘江南路20号","","",93800,yes,0
"S1GZHAKB","哈恩库伯（广州）工具有限公司","广东省广州市天河区科韵路禾田大道","","",93800,yes,0
"S1GZJYBZ","广州锦业包装制品有限公司","广州市花都区新华街风神大道毕村西桥富","林工业园自编8号","",93800,yes,0
"S1GZJYDZ","广州嘉逸电子科技有限公司","广州高新技术产业开发区科学城科研路3","号A5栋505B房","",93800,yes,0
"S1GZXTGJ","广州西铁国际货运代理有限公司武汉分公","武汉市江汉区新华路186号4栋1单元14层","11号","",93800,yes,0
"S1GZYNWL","广州市远能物流自动化设备科技有限公司","广州花都区新华镇毕村北路14号","","",93800,yes,0
"S1GZZKDQ","广州市众科电器有限公司","广州市花都区新华街汽车城东风大道以东","","",93800,yes,0
"S1HB-BSL","湖北博士隆科技有限公司","湖北钟祥市东桥街云台大道50号","","",93800,yes,0
"S1HB-BSR","武汉博智瑞汽车饰件有限公司","武汉经济技术开发区民营科技工业园东区","AK号厂房二楼","",93800,yes,0
"S1HB-DHL","中外运－敦豪国际航空快件有限公司湖北","武汉市江汉区台北路221号","","",93800,yes,0
"S1HB-EAS","大通国际运输有限公司湖北分公司","武汉汉口解放大道","","",93800,yes,0
"S1HB-FAU","佛吉亚（长春）汽车部件系统有限公司武","武汉经济技术开发区车城大道205号","","",93800,yes,0
"S1HB-FBS","武汉风百顺冷暖设备技术有限公司","武汉市洪山区雄楚大街428号","","",93800,yes,0
"S1HB-HCF","武汉海楚丰工贸有限公司","武汉市东湖开发区关山村梳子桥广夏华庭","永隆苑蓝巢逸品C栋603号","",93800,yes,0
"S1HB-HDK","武汉汉迪克科技有限责任公司","武汉东湖高新区关东工业园7号","","",93800,yes,0
"S1HB-HFH","武汉辉帆航模具有限公司","武汉经济技术开发区沌口街贸易二路60号","","",93800,yes,0
"S1HB-HMS","武汉赫美斯广告发展有限公司","武汉市汉阳区龙阳大道特3号","","",93800,yes,0
"S1HB-HMX","武汉华美信管理顾问有限公司","武昌街道口武汉大学珞珈山大厦A座1006","-1007室","",93800,yes,0
"S1HB-HRC","武汉宏锐昌机电设备有限公司","武汉市经济技术开发区2C块地新都国际嘉","园C-4-602","",93800,yes,0
"S1HB-HSM","武汉佳悦涵发泡科技有限公司","武汉市沌口经济技术开发区沌口街民营科","技工业园西区E栋一楼","",93800,yes,0
"S1HB-HYC","武汉鸿禹辰科技发展有限公司","武汉市沌口开发区芳草南路","","",93800,yes,0
"S1HB-JCY","武汉市金长源起重吊装工程总公司","武汉市东西湖区吴家山街田园大道1196号","","",93800,yes,0
"S1HB-JHJ","锦海捷亚国际货运有限公司武汉分公司","武汉市汉口武胜路泰合广场904室","","",93800,yes,0
"S1HB-JHL","武汉佳华龙汽车零部件有限公司","武汉经技术开发区2M地块汉强街77号","","",93800,yes,0
"S1HB-JSW","武汉金世伟机电设备有限公司","武汉经济技术开发区创业路16号华源广场","B座8404","",93800,yes,0
"S1HB-JWD","武汉市嘉文达塑料模具有限公司","武汉市经济技术开发区后官湖大道268号","","",93800,yes,0
"S1HB-KCD","武汉科创达贸易有限公司","武汉经济技术开发区9C地块","","",93800,yes,0
"S1HB-KHM","武汉凯洪美电子配件有限公司","武汉市东西湖区金银潭工业园将军路小学","旁","",93800,yes,0
"S1HB-KWE","北京近铁运通运输有限公司武汉分公司","武汉市汉口武胜路泰合广场810室","","",93800,yes,0
"S1HB-KXD","康新达商贸有限公司","武汉市洪山区沈家湾花园102","","",93800,yes,0
"S1HB-LDW","武汉力登维汽车部件有限公司","武汉蔡甸大集街天鹅湖路111号","","",93800,yes,0
"S1HB-LFT","武汉力夫特工业设备有限公司","武汉汉阳区十里铺后街8号","","",93800,yes,0
"S1HB-LSX","武汉龙盛祥汽车配件有限公司","蔡甸龙王工业园龙王大道特5号","","",93800,yes,0
"S1HB-LTY","十堰市隆泰源工贸有限公司","湖北省十堰市武当大道68号","","",93800,yes,0
"S1HB-MHY","武汉美华源工贸有限责任公司","武汉经济技术开发区5R地块泰合百花公园","B4-203","",93800,yes,0
"S1HB-MTD","武汉市明通达重型物流有限公司","武汉市经济技术开发区沌口小区4号地","","",93800,yes,0
"S1HB-QLY","武汉奇力源防腐保温工程有限公司","武汉市东湖新技术开发区庙山小区","","",93800,yes,0
"S1HB-RSD","武汉睿仕达起重输送机械有限公司","武汉经济技术开发区沌阳大道385号通达","伟业大厦3168室","",93800,yes,0
"S1HB-SJX","武汉市蔡甸区鑫世纪汽车配件经营部","武汉市蔡甸经济开发区沌口小区","","",93800,yes,0
"S1HB-SMC","SMC（中国）有限公司武汉营业所","武汉市硚口区武胜路泰合广场B12室","","",93800,yes,0
"S1HB-STL","武汉史坦利机电设备有限公司","武汉市江汉区江城华庭崔逸阁一层9-1","","",93800,yes,0
"S1HB-STM","武汉赛特曼机电技术发展有限公司","洪山区关东科技园华光大道13号高科大厦","15楼","",93800,yes,0
"S1HB-SWD","武汉施沃德刀具有限公司","武汉经济开发区圣龙广场第2-25层10号房","","",93800,yes,0
"S1HB-TLE","特利尔环保科技武汉有限公司","武汉经济技术开发区中环湖畔臻园5幢24","层2419号","",93800,yes,0
"S1HB-TNW","武汉特耐王包装有限公司","武汉市汉阳区黄金口工业园金福路","","",93800,yes,0
"S1HB-VAL","湖北法雷奥车灯有限公司佛山分公司","广东省佛山市禅城区佛山国家高新技术产","业开发区城西园华宝南路7号","",93800,yes,0
"S1HB-WND","武汉万能达有限责任公司","武汉市洪山区街道口武珞路737号","","",93800,yes,0
"S1HB-WXF","武汉市伟翔飞科技有限公司","武汉市江岸区解放南路168号融科天城T5","栋904号","",93800,yes,0
"S1HB-WYT","武汉万友通物流有限公司","武汉经济技术开发区沌阳大街108号通达","伟业大厦3188","",93800,yes,0
"S1HB-XGY","武汉新纪元电气控制系统工程有限公司","武汉经济技术开发区创业路2号","","",93800,yes,0
"S1HB-XSX","武汉鑫盛兴科技发展有限公司","武汉市青山区6届14门7号","","",93800,yes,0
"S1HB-YHA","湖北永和安门业","湖北省武汉市","","",93800,yes,0
"S1HB-YMJ","武汉亚美华文化用品有限公司","武汉经济技术开发区","","",93800,yes,0
"S1HB-ZWY","中外运湖北有限责任公司","武汉汉口建设大道611号","","",93800,yes,0
"S1HB-ZYB","武汉市职业病防治院","武汉市江汉北路18-20号","","",93800,yes,0
"S1HBAPGY","武汉爱普工业服务有限公司","武汉经济技术开发区创业大道华源商务广","场A座8403室","",93800,yes,0
"S1HBAWER","武汉奥威尔科贸有限公司","武汉经济技术开发区金荷花园C区9-2-13","4","",93800,yes,0
"S1HBBAOA","武汉经济技术开发区保安服务公司","武汉经济技术开发区泰康路","","",93800,yes,0
"S1HBBDGS","百德机电工程有限公司","武汉市江汉区经发公寓","","",93800,yes,0
"S1HBBDJD","武汉铭科汽车零部件有限公司","武汉市东湖开发区庙山小区","","",93800,yes,0
"S1HBBDKJ","武汉帮德科技有限公司","汉南区汉南大道233号","","",93800,yes,0
"S1HBBHUA","湖北博华自动化系统工程有限公司","武汉市武昌区首义路71号商会大厦七楼","","",93800,yes,0
"S1HBBJCC","京山保杰叉车有限公司","京山县新市镇沿河北路８号","","",93800,yes,0
"S1HBBLJX","武汉布鲁机械有限公司","湖北省武汉市汉阳区鹦鹉大道 71号","","",93800,yes,0
"S1HBBQDQ","武汉比奇电气有限公司","武汉市江岸区香港路151号","","",93800,yes,0
"S1HBBQZS","武汉博奇装饰布有限公司","武汉市蔡甸区博奇路1号","","",93800,yes,0
"S1HBBRYQ","武汉市江岸区勃然试验仪器经营部","武汉市解放公园路41号2单元404室","","",93800,yes,0
"S1HBBSHT","武汉百世特涂装设备经营部","武汉东西湖常青花园","","",93800,yes,0
"S1HBBXIN","十堰市博兴汽车饰件制品有限公司","湖北十堰市白浪中路19号","","",93800,yes,0
"S1HBBXZL","武汉冰新制冷设备有限公司","武汉市江岸区百步亭花园","","",93800,yes,0
"S1HBBYJD","武汉胜博扬汽车配套服务有限公司","武汉经济技术开发区龙阳大道559号","","",93800,yes,0
"S1HBCAJZ","武汉市城安建筑有限公司","武汉市江汉区银墩路68号","","",93800,yes,0
"S1HBCCJP","武汉车城集配汽车服务有限公司","开发区车城东道北段","","",93800,yes,0
"S1HBCCWL","武汉市车城物流有限公司","沌口开发区17号工业区","","",93800,yes,0
"S1HBCDHB","武汉昌保环保设备有限公司","武昌区中南一路三号1栋15层1号","","",93800,yes,0
"S1HBCGKG","湖北崇高科工有限公司","湖北省咸宁市崇阳县天城镇工业园内","","",93800,yes,0
"S1HBCJDQ","湖北长江电气有限公司","武汉市东湖新技术开发区佛祖岭三路12号","","",93800,yes,0
"S1HBCLZL","武汉晨龙汽车租赁有限公司","湖北省武汉市","","",93800,yes,0
"S1HBCNBG","武汉超能办公机器有限责任公司","武汉市汉口自治街257号","","",93800,yes,0
"S1HBCPWJ","武汉纯平五金建材经营部","武汉经济技术开发区 郭徐岭联城路7号","","",93800,yes,0
"S1HBCSDZ","武汉诚盛电子有限公司","武汉经开万家湖路189号","","",93800,yes,0
"S1HBCXBZ","武汉长鑫包装材料有限公司","武汉市汉阳区新五里二路165号","","",93800,yes,0
"S1HBCXHX","武汉鑫融创想科技有限公司","洪山区珞狮北路76号","","",93800,yes,0
"S1HBDASN","武汉大森电器有限公司","武汉经济技术开发区东方工业园3栋2楼","","",93800,yes,0
"S1HBDCGM","武汉鼎成工贸有限公司","武汉汉阳区陶家岭工业园特9号","","",93800,yes,0
"S1HBDESI","德斯商贸有限公司武汉分公司","武汉市江汉区新华路186号","","",93800,yes,0
"S1HBDFDZ","东风伟世通（十堰）汽车饰件系统有限公","湖北十堰武当路68号","","",93800,yes,0
"S1HBDFHT","武汉东风鸿泰控股集团有限公司工业服务","武汉经济技术开发区1号工业区1-6地","","",93800,yes,0
"S1HBDFJZ","湖北鼎锋建筑市政工程有限公司","武汉市洪山区洪山二路特一号","","",93800,yes,0
"S1HBDFPK","德尔福派克电气系统有限公司武汉分公司","武汉经济技术开发区珠山湖大道99号","201814","",93800,yes,0
"S1HBDFPV","东风汽车公司乘用车公司","武汉市经济技术开发区珠山湖大道888","","",93800,yes,0
"S1HBDFRC","东风汽车有限公司日产乘用车公司","湖北襄樊","","",93800,yes,0
"S1HBDFYJ","东风易进武汉工业有限公司","武汉市蔡甸区常福4号区","","",93800,yes,0
